belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
No,No,No,No,No,02 - Automobile,1992.0,TOYOTA,COROLLA,RED,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,TOYT,4RUNNER,BLACK,65,No,M,DC,DC,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,TOYT,TK,GREEN,61,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,25 - Utility Trailer,2003.0,MAST,TL,BLACK,65,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,MITSUBISHI,ELIPSE,MAROON,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,HYUN,4S,BLUE LIGHT,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,HONDA,ODYSSEY,GRAY,65,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,Yes,05 - Light Duty Truck,2008.0,FORD,F450,WHITE,88,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2015.0,SCION,TC,ORANGE,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,Yes,No,02 - Automobile,2007.0,NISSAN,QUEST,SILVER,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2013.0,HONDA,ACCORD,BLUE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1997.0,MERZ,4S,SILVER,65,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2002.0,MAZDA,4S,WHITE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,25 - Utility Trailer,2002.0,MAST,TRAILER,BLACK,51,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2000.0,VOLK,JETTA,GREEN,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,VOLVO,4DR,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,DODG,TK,BLUE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,HYUN,4S,GREEN LGT,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,SUBARU,WRX STI,BLUE DARK,61,No,M,MD,MD,Q - Marked Laser,SERO
No,No,No,No,No,02 - Automobile,2012.0,HONDA,CIVIC,GRAY,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2011.0,JEEP,SU,GREEN,79,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2011.0,FORD,TK,BLUE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2006.0,DODGE,SLT,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,DODG,VN,BLUE DARK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,HONDA,ACCORD,BLACK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,ISUZU,TK,WHITE,83,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2015.0,INFINITI,4S,BLACK,61,No,M,MD,MD,Q - Marked Laser,SERO
No,No,No,No,No,02 - Automobile,1999.0,FORD,TK,GREEN,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,TOYOTA,CAMRY,GRAY,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1996.0,TOYT,4S,GOLD,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,01 - Motorcycle,2005.0,CHEVROLET,EXPRESS,WHITE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2000.0,CHEVY,CONCORDE,WHITE,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,HONDA,4DR,SILVER,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1995.0,CHEVROLET,TRUCK,RED,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,28 - Other,2005.0,FRHT,TK,WHITE,87,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,NISSAN,SENTRA,SILVER,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,1999.0,CHEV,TK,RED,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,CHRY,SEBRING,BLACK,56,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,VOLKS,PASSAT,SILVER,64,No,F,MD,MD,Q - Marked Laser,SERO
No,No,No,No,No,02 - Automobile,1999.0,TOYT,4S,TAN,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,MAZDA,3,GRAY,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2004.0,DODG,TK,BLUE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2010.0,MERZ,ML350,GOLD,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2002.0,MERZ,C240,TAN,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,ACUR,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,1991.0,FORD,SUPER DUTY,WHITE,80,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,BUIC,RAINIER V8 SUV,MAROON,56,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,1999.0,FORD,TK,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2011.0,NISSAN,MAXIMA,RED,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,HOND,4S,BLUE,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,28 - Other,2004.0,CHRY,2S,RED,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,HONDA,CRV,SILVER,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,FORD,FOCUS,RED,60,No,M,DC,DC,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1991.0,ACURA,INTEGRA,BROWN,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,MIT,LANCER,RED,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2000.0,ACUR,4S,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1998.0,FORD,TRUCK,WHITE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,Yes,No,06 - Heavy Duty Truck,2011.0,MACK,TRASH,WHITE,88,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2014.0,JEEP,SU,RED,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,TOYOTA,SEQUOIA,WHITE,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,HONDA,2S,WHITE,53,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2001.0,TOYOTA,HIGHLANDER,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,FORD,TK,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,FORD,4S,RED,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1994.0,ACUR,4S,SILVER,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1995.0,TOYOTA,COROLLA,TAN,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1998.0,TOYT,4S,GREEN LGT,65,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,Yes,No,02 - Automobile,2003.0,BUICK,4S,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2001.0,FORD,F150,WHITE,81,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,TOYOTA,PRIUS,WHITE,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2002.0,TOYOTA,CAMRY,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2015.0,HOND,CIVIC,MAROON,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2012.0,TOYT,TK,WHITE,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,LEXUS,ES330,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2013.0,CHEV,TK,WHITE,84,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,TOYT,TK,WHITE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,HOND,2S,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,CHEVY,TRAILBLZAER,GREEN,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2012.0,HONDA,4DOOR,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
Yes,No,No,No,No,02 - Automobile,2009.0,HONDA,CIVIC,BLUE,61,No,F,MD,MD,R - Unmarked Laser,SERO
No,No,No,No,No,02 - Automobile,2014.0,ACURA,ILX,BLACK,64,No,F,MD,MD,C - Marked VASCAR,SERO
No,No,No,No,No,02 - Automobile,2005.0,HONDA,ACCORD,RED,53,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,CHEV,VAN,WHITE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,HOND,CIVIC,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1998.0,SUBARU,FORESTER,RED,53,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,GMC,SUBURBAN,MAROON,56,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2010.0,DODGE,CHARTER,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1991.0,CHEV,4S,GRAY,64,No,M,FL,FL,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,HONDA,CIVIC,BLUE,55,Yes,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,MERZ,C320,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2001.0,CHEV,4S,GOLD,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,25 - Utility Trailer,2008.0,SURE,TL,BLACK,71,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,NISS,4S,GRAY,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,TOYT,COROLLA,GREEN DK,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,JEEP,4D,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2010.0,MAZD,TK,WHITE,81,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1997.0,MERZ,4S,WHITE,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2001.0,PONTIAC,4 DR,WHITE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,FORD,VN,WHITE,65,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,TOYT,4S,BLACK,65,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2001.0,NISSAN,MAXIMA,GREEN,53,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2001.0,AUDI,A6,BROWN,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,SUZUKI,SX4,ORANGE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2000.0,CHEVROLET,PRIZM,SILVER,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2010.0,HONDA,ACCORD,BLUE,61,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,DODGE,CHARGER,BLACK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1997.0,EGIL,2S,BLACK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2007.0,ACURA,MDX,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,1994.0,CHEV,TK,WHITE,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,CAMRY,BLUE,56,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2000.0,GMC,SAVANA,WHITE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,HOND,4S,SILVER,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1998.0,CHEV,TAHOE,BLUE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,06 - Heavy Duty Truck,2003.0,GMC,TRK,WHITE,87,No,M,MD,MD,A - Marked Patrol,SERO
Yes,No,No,No,No,02 - Automobile,2003.0,JEEP,TK,GRAY,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,TOYT,COR,GOLD,55,No,M,MD,MD,B - Unmarked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,FORD,E250,WHITE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2008.0,NISSAN,ROGUE,SILVER,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2010.0,HONDA,ACCORD,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,JAGU,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,CHEV,VN,WHITE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,03 - Station Wagon,2000.0,MAZA,MILLENIA,WHITE,53,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1998.0,FORD,MUSTANG,RED,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,LEXUS,RX300,GOLD,65,No,M,VA,VA,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,FORD,RANGER,RED,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2006.0,FORD,F350,WHITE,80,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1996.0,LEXU,TK,SILVER,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,HONDA,CIVIC,SILVER,64,No,M,MD,XX,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2008.0,NISSAN,ALTIMA,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,MERZ,TK,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,FORD,CROWN VICTORIA,BLACK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,HONDA,PILOT,RED,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,NISSAN,4S ALTIMA,GRAY,55,No,M,MD,MD,B - Unmarked Patrol,SERO
No,No,No,No,No,02 - Automobile,1998.0,TOYOTA,COROLLA,MAROON,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1993.0,HONDA,ACCORD,RED,65,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,CHEVROLET,COBALT LT,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2001.0,SUBARU,OUTBACK,GREEN LGT,56,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,CHRY,VN,GRAY,64,No,F,MD,MD,A - Marked Patrol,SERO
Yes,No,No,No,No,02 - Automobile,1998.0,FORD,ECONOLINE,WHITE,68,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,VOLVO,XC30,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1996.0,TOYOTA,COROLLA,SILVER,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,HONDA,4D,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2002.0,VOLK,2S,WHITE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,COROLLA,TAN,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,FORD,EXPLORER,GREEN DK,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1997.0,TOYOTA,TACOMA,GOLD,64,No,M,MD,MD,L - Motorcycle,SERO
No,No,No,No,No,02 - Automobile,1998.0,FORD,WINDSTAR,WHITE,65,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2015.0,FORD,F150,SILVER,61,No,M,MD,MD,L - Motorcycle,SERO
No,No,No,No,No,02 - Automobile,2012.0,CHEV,4S,GRAY,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,28 - Other,2007.0,FORD,EXPEDITION,WHITE,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2002.0,MERZ,ML320,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,LEXU,4SIS250,SILVER,61,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,LEXUS,ES300,TAN,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,HONDA,ACCORD,WHITE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,FORD,4S,BLUE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,HONDA,2S,GRAY,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,HONDA,CIVIC,BLUE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,FORD,2S,BLACK,61,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,Yes,No,05 - Light Duty Truck,2012.0,NISS,SU,GRAY,61,No,M,MD,MD,L - Motorcycle,SERO
No,No,No,Yes,No,02 - Automobile,1999.0,LEXU,GS 300,RED,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,LEXUS,LS 400,WHITE,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,LEXUS,4S,BLUE,61,No,M,MD,MD,B - Unmarked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2011.0,FORD,F150,WHITE,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2014.0,HINDA,ACCORD,TAN,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2000.0,CHRYSLER,CONCORDE,BEIGE,65,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,TOYOTA,CAMRY,GOLD,71,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2008.0,PONTIAC,GRAND PRIX,WHITE,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,CHEV,TK,WHITE,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2008.0,CHEV,TK,BLACK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,DODGE,CHARGER,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2010.0,HOND,CRV,GRAY,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,SUBARU,IMPREZA,BLACK,64,No,M,MD,PA,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,NISSAN,MAXIMA,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1999.0,TOYOTA,COROLLA,SILVER,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2014.0,SUBARU,4S,BLACK,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,LINCOLN,NAVIGATOR,GOLD,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,NISS,4S,SILVER,64,No,M,MD,MD,B - Unmarked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,1998.0,FORD,E250,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2002.0,HONDA,CIVIC,SILVER,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,CHEV,VN,BROWN,61,No,M,DC,DC,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2006.0,MERCEDES,ML 350,SILVER,61,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1994.0,TOYT,CAMRY,SILVER,55,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1998.0,BMW,328,BLACK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,ACURA,RSX,RED,61,No,M,MD,MD,A - Marked Patrol,SERO
Yes,No,No,No,No,02 - Automobile,2011.0,HONDA,ACCORD,GRAY,64,No,F,MD,MD,E - Marked Stationary Radar,SERO
No,No,No,No,No,02 - Automobile,2011.0,SUBARU,IMPREZA,BLUE,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,VOLK,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,HYUNDAI,2S,RED,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,28 - Other,1999.0,INTERNATIONAL,TRUCK,GREEN,87,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2008.0,FORD,F150,RED,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,TOYT,4S,BLUE DARK,56,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2001.0,CHEVY,EXPRESS,WHITE,65,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2007.0,NISS,4S,BLACK,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2000.0,DODGE,DURANGO,WHITE,61,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,SUBARU,4D,BLUE LIGHT,59,No,M,MD,MD,A - Marked Patrol,SERO
Yes,No,No,No,No,02 - Automobile,2004.0,NISSAN,XTERRA,GRAY,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2001.0,TOYT,4RUNNER TK,GREEN,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2013.0,SUBA,FORESTER,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2008.0,VOLK,4S,SILVER,55,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2008.0,TOYOTA,COROLLA,RED,61,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2004.0,HONDA,ACCORD,GRAY,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2001.0,FORD,TK,RED,90,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,2005.0,HOND,CRV,SILVER,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1996.0,HOND,4S,BLACK,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1993.0,TOYOTA,COROLLA,WHITE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2003.0,FORD,EXPEDITION,GRAY,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1993.0,FORD,ESCORT SW,GREEN,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2010.0,DODGE,PU,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,SERO
Yes,No,No,No,No,28 - Other,1999.0,DODGE,RAM,WHITE,64,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,1992.0,TOYT,CAMRY,BLUE LIGHT,61,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2000.0,DODGE,CARVAN,BLUE,56,No,M,DC,DC,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2009.0,HONDA,4D,BLACK,64,No,F,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2005.0,TOYT,SEQUIOA,GOLD,56,No,M,MD,MD,A - Marked Patrol,SERO
No,No,No,No,No,02 - Automobile,2012.0,HYUNDAI,SANTA FE,BEIGE,64,No,F,MD,DC,A - Marked Patrol,SERO
No,No,No,No,No,05 - Light Duty Truck,1995.0,CHEV,S10,GREEN,53,No,M,MD,MD,A - Marked Patrol,SERO
