parole_chiave,cluster
stop lights,2
side marker lamp,22
tag lights,1
tag lights,1
tag lights,1
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
clearance lamps,7
id lamp,22
stop lights,2
tag lights,1
wheels lugs,22
window tint,4
stop lights,2
window tint,4
stop lights,2
stop lights,2
window tint,4
stop lights,2
stop lights,2
window tint,4
stop lights,2
stop lights,2
window tint,4
rearview mirrors,22
window tint,4
stop lights,2
stop lights,2
window tint,4
window tint,4
stop lights,2
tag lights,1
stop lights,2
tag lights,1
headlight aim,22
stop lights,2
tag lights,1
window tint,4
stop lights,2
tag lights,1
stop lights,2
stop lights,2
stop lights,2
window tint,4
stop lights,2
stop lights,2
turn signals,22
stop lights,2
stop lights,2
stop lights,2
stop lights,2
window tint,4
suspension shocks,22
tag lights,1
window tint,4
stop lights,2
stop lights,2
tag lights,1
tag lights,1
stop lights,2
stop lights,2
clearance lamps,7
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
fenders flaps,22
tag lights,1
rearview mirrors,22
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
window tint,4
tag lights,1
stop lights,2
stop lights,2
vehicle brake system,22
stop lights,2
tag lights,1
window tint,4
stop lights,2
stop lights,2
stop lights,2
stop lights,2
window tint,4
door latchhandle,22
side marker lamp,22
stop lights,2
window tint,4
stop lights,2
stop lights,2
stop lights,2
tag lights,1
stop lights,2
stop lights,2
tag lights,1
tag lights,1
stop lights,2
tag lights,1
tag lights,1
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
window tint,4
tag lights,1
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
tag lights,1
stop lights,2
window tint,4
stop lights,2
stop lights,2
stop lights,2
stop lights,2
side marker lamp,22
headlight aim,22
tag lights,1
exhaust system,22
stop lights,2
window tint,4
rearview mirrors,22
stop lights,2
stop lights,2
stop lights,2
window tint,4
side marker lamp,22
stop lights,2
stop lights,2
window tint,4
stop lights,2
stop lights,2
window tint,4
stop lights,2
tag lights,1
stop lights,2
stop lights,2
turn signals,22
window tint,4
stop lights,2
stop lights,2
stop lights,2
turn signals,22
stop lights,2
window tint,4
stop lights,2
stop lights,2
tag lights,1
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
tag lights,1
window tint,4
window tint,4
tag lights,1
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
window tint,4
tag lights,1
window tint,4
window tint,4
side marker lamp,22
tag lights,1
stop lights,2
vehicle brake system,22
window tint,4
vehicle brake system,22
stop lights,2
stop lights,2
id lamp,22
stop lights,2
stop lights,2
stop lights,2
window tint,4
vehicle brake system,22
stop lights,2
stop lights,2
tag lights,1
stop lights,2
tag lights,1
stop lights,2
window tint,4
stop lights,2
window tint,4
stop lights,2
vehicle brake system,22
stop lights,2
tag lights,1
tag lights,1
tag lights,1
stop lights,2
stop lights,2
tag lights,1
fenders flaps,22
stop lights,2
tag lights,1
stop lights,2
stop lights,2
window tint,4
stop lights,2
parking lamps,7
window tint,4
stop lights,2
tag lights,1
tag lights,1
window tint,4
tag lights,1
stop lights,2
stop lights,2
window tint,4
rearview mirrors,22
window tint,4
tag lights,1
side marker lamp,22
window tint,4
tag lights,1
tag lights,1
stop lights,2
suspension shocks,22
stop lights,2
stop lights,2
window tint,4
stop lights,2
exhaust system,22
tag lights,1
tag lights,1
stop lights,2
window tint,4
window tint,4
stop lights,2
window tint,4
stop lights,2
tag lights,1
stop lights,2
window tint,4
stop lights,2
window tint,4
window tint,4
tag lights,1
stop lights,2
stop lights,2
stop lights,2
backup lamp,22
stop lights,2
stop lights,2
tag lights,1
stop lights,2
stop lights,2
window tint,4
stop lights,2
stop lights,2
tag lights,1
id lamp,22
window tint,4
exhaust system,22
tag lights,1
tag lights,1
parking lamps,7
exhaust system,22
tag lights,1
stop lights,2
tag lights,1
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
tag lights,1
stop lights,2
tag lights,1
stop lights,2
stop lights,2
window tint,4
stop lights,2
tag lights,1
stop lights,2
tag lights,1
stop lights,2
window tint,4
stop lights,2
stop lights,2
stop lights,2
exhaust system,22
window tint,4
id lamp,22
tag lights,1
window tint,4
id lamp,22
vehicle brake system,22
stop lights,2
stop lights,2
stop lights,2
window tint,4
turn signals,22
suspension shocks,22
stop lights,2
stop lights,2
stop lights,2
stop lights,2
stop lights,2
exceeding posted speed limit 55 mph,5
exceeding posted speed limit 35 mph,5
displaying expired registration plate issued state,8
failure attach vehicle registration plates front rear,13
exceeding posted speed limit 35 mph,5
failure display registration card upon demand police officer,6
driver failing give turn signal continuously last 100 travel turning,22
failure display registration card upon demand police officer,6
failure attach vehicle registration plates front rear,13
failure display tab plates veh required adm,7
driver writingsendingreading textelectronic msg oper veh travel portion hwy,22
driver failure obey properly placed traffic control device instructions,3
oper motor veh operator restrained seat belt,12
driving vehicle highway without current registration plates validation tabs,13
failure display registration card upon demand police officer,6
operating unregistered motor vehicle highway,10
operating vehicle highway unauthorized window tinting material,22
failure display two lighted front lamps required,7
failure properly maintain fasten veh reg plate visible position,22
driving veh hwy wo required minimum equipment,22
failure individual driving highway display license uniformed police demand,15
failure display two lighted front lamps required,7
failure display tab plates veh required adm,7
failure dr make lane change avail lane immed adj stopped emerg veh,23
driving veh wo adequate rear reg plate illumination,22
driving veh wo adequate rear reg plate illumination,22
operator restrained seatbelt,12
driver turning left fail yield right way vehicle approaching opposite direction,22
failure display two lighted front lamps required,7
driver fail stop red traffic signal right turn,14
failure licensee notify administration change address within 30 days,23
driving vehicle highway without current registration plates validation tabs,13
driver failure obey properly placed traffic control device instructions,3
driver failure obey properly placed traffic control device instructions,3
exceeding posted speed limit 40 mph,5
failure display registration card upon demand police officer,6
driving veh wo adequate rear reg plate illumination,22
failure attach veh reg plates front rear,13
exceeding posted speed limit 45 mph,5
failure display registration card upon demand police officer,6
driving veh wo adequate rear reg plate illumination,22
driver spinning wheels,22
driving vehicle highway suspended registration,0
failure individual driving highway display license uniformed police demand,15
failure display two lighted front lamps required,7
failure individual driving highway display license uniformed police demand,15
driver failure stop steady circular red signal,14
operator restrained seatbelt,12
driver failure stop stop sign line,11
permitting veh driven hwy wo current registration validation tabs issued adm,22
driving vehicle highway without current registration plates validation tabs,13
emergency braking system operating properly,22
driving vehicle highway suspended registration,0
driver failure obey properly placed traffic control device instructions,3
driver failure use signal lamp turn,22
failure dr make lane change avail lane immed adj stopped emerg veh,23
driving veh hwy lamp device improperly displaying white light rear,22
failure stop yield thru hwy,22
driver failure obey properly placed traffic control device instructions,3
driving vehicle highway without current registration plates validation tabs,13
driving hwy obstructed windshield view,22
failure display registration card upon demand police officer,6
exceeding posted speed limit 55 mph,5
left turn improper road position,22
driving vehicle highway without current registration plates validation tabs,13
exceeding posted speed limit 30 mph,5
driver changing lanes unsafe,19
driver failure obey properly placed traffic control device instructions,3
failure licensee notify administration change address within 30 days,23
driving vehicle highway suspended registration,0
failure attach vehicle registration plates front rear,13
driver failure stop stop sign line,11
driving uninsured vehicle,22
driver failure stop entering hwy private road,22
drive motor vehicle wo lighted heads lamps operating windshield wipers,22
exceeding posted speed limit 30 mph,5
driver failure stop stop sign line,11
driving veh hwy wo required minimum equipment,22
left turn improper road position,22
driver changing lanes unsafe,19
failure attach vehicle registration plates front rear,13
licensee failure apply dup lic lic mutilated,22
motor veh wo required stop lamps equipment,7
driver failure stop pedestrian crosswalk,22
driver failure obey properly placed traffic control device instructions,3
displaying expired registration plate issued state,8
rt turn improper road position,22
exceeding posted speed limit 55 mph,5
displaying expired registration plate issued state,8
operating motor vehicle inadequate steering axles tires,22
exceeding posted speed limit 40 mph,5
driver failure obey properly placed traffic control device instructions,3
failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,24
failure stop stop sign,11
driver failure obey properly placed traffic control device instructions,3
exceeding posted speed limit 40 mph,5
failure attach vehicle registration plates front rear,13
driving vehicle excess reasonable prudent speed highway,21
failure display two lighted front lamps required,7
driving veh wo adequate rear reg plate illumination,22
failure dr make lane change avail lane immed adj stopped emerg veh,23
operator restrained seatbelt,12
driving veh hwy lamp improperly displaying white light rear,22
exceeding posted speed limit 55 mph,5
exceeding posted speed limit 35 mph,5
driver failure obey properly placed traffic control device instructions,3
driving veh hwy wo required minimum equipment,22
drive across private property purpose avoiding traffic control device,22
driver fail stop flashing red traffic signal stop line,14
driver fail stop red traffic signal right turn,14
exceeding posted speed limit 35 mph,5
driver failure obey properly placed traffic control device instructions,3
driving vehicle highway suspended registration,0
failure individual driving highway display license uniformed police demand,15
driver failure stop stop sign line,11
driver using hands use handheld telephone whilemotor vehicle motion,17
displaying expired registration plates issued state,8
driving vehicle highway without current registration plates validation tabs,13
driving vehicle excess reasonable prudent speed highway 61mph,21
failure mv oper present evidence required security request law enforcement officer,22
brake hose inadequate leaking,22
operator restrained seatbelt,12
driver failure obey properly placed traffic control device instructions,3
driving vehicle excess reasonable prudent speed highway 4430,21
emergency braking system operating properly,22
driver failure stop stop sign line,11
oper motor veh operator restrained seat belt,12
driver fail stop steady circular red signal,14
possessing suspended lic,22
exceeding posted speed limit 55 mph,5
driver using hands use handheld telephone whilemotor vehicle motion,17
driving veh wo adequate rear reg plate illumination,22
negligent driving vehicle careless imprudent manner endangering property life person,16
driver failure obey traffic device making turn,22
driving vehicle excess reasonable prudent speed highway 64mph,21
driver using hands use handheld telephone whilemotor vehicle motion,17
failure display two lighted front lamps required,7
failure display registration card upon demand police officer,6
driving motor vehicle highway without required license authorization,10
failure display registration card upon demand police officer,6
driver failure obey properly placed traffic control device instructions,3
exceeding posted speed limit 45 mph,5
driver reading textmsg oper veh travel portion hwy,22
exceeding posted speed limit 35 mph,5
failure individual driving highway display license uniformed police demand,15
driver failure obey properly placed traffic control device instructions,3
driver fail stop red traffic signal right turn,14
reckless driving vehicle wanton willful disregard safety persons property,22
driver using hands use handheld telephone whilemotor vehicle motion,17
allowing veh driven hwy suspended registration,22
driving vehicle highway suspended registration,0
knowingly driving uninsured vehicle,22
exceeding posted speed limit 60 mph,5
driving veh wo adequate rear reg plate illumination,22
exceeding posted speed limit 30 mph,5
willfully driving motor veh slow speed impeding normal reasonable traffic movement,22
operating vehicle highway unauthorized window tinting material,22
exceeding posted speed limit 40 mph,5
failure display registration card upon demand police officer,6
driver failure obey properly placed traffic control device instructions,3
failure equip veh required rear stop lamp,22
exceeding posted speed limit 45 mph,5
driving vehicle excess reasonable prudent speed highway 60mph,21
failure display two lighted front lamps required,7
failure display registration card upon demand police officer,6
failure individual driving highway display license uniformed police demand,15
failure driver drive curb upon signal police veh,22
driving vehicle highway suspended registration,0
failure display two lighted front lamps required,7
driver failure obey properly placed traffic control device instructions,3
driving veh wo adequate rear reg plate illumination,22
failure stop stopped school veh operating alternately flashing red lights,22
driver failure avoid projecting glaring light within 500 feet approaching veh driver,22
driver failure obey properly placed traffic control device instructions,3
driving vehicle highway without current registration plates validation tabs,13
negligent driving vehicle careless imprudent manner endangering property life person,16
failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,24
driver failure obey properly placed traffic control device instructions,3
driving vehicle excess reasonable prudent speed highway,21
op veh hwy wtailgate notclosed,22
operating unregistered motor vehicle highway,10
driver failure obey properly placed traffic control device instructions,3
failure display registration card upon demand police officer,6
driver failure stop stop sign line,11
failure display registration card upon demand police officer,6
aggressive driving,22
driver failure stop stop sign line,11
exceeding posted speed limit 40 mph,5
driver changing lanes unsafe,19
failure properly equip locate headlamps motor veh,22
exceeding posted speed limit 55 mph,5
driver failure obey properly placed traffic control device instructions,3
failure display reflect red color light rear lamps reflectors req,7
driving hwy obstructed windshield view,22
driver failure obey properly placed traffic control device instructions,3
failure display registration card upon demand police officer,6
driving veh hwy wo required minimum equipment,22
displaying expired registration plate issued state,8
failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,24
driver failure stop stop sign line,11
driver failure obey properly placed traffic control device instructions,3
exceeding posted speed limit 30 mph,5
displaying expired registration plate issued state,8
failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,24
driving vehicle excess reasonable prudent speed highway,21
driver use motor veh horn hwy reasonably necessary safety,22
exceeding posted speed limit 30 mph,5
headlight inoperative,22
driver failure obey properly placed traffic control device instructions,3
