unique_code,keywords,category,belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
Code_32795,window tint,window,No,No,No,No,No,02 - Automobile,2013,MERCEDEZ,4 DOOR,WHITE,61,No,M,MD,MD,A - Marked Patrol,1
Code_32584,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,1991,HOND,4S,WHITE,65,No,M,MD,MD,A - Marked Patrol,1
Code_32841,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2014,NISS,ALTIMA,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_34594,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,TOYOTA,TK,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33622,fenders flaps,problem vehicle,No,No,No,Yes,No,06 - Heavy Duty Truck,1997,FORD,TK DUMP,RED,76,No,M,MD,MD,A - Marked Patrol,1
Code_34970,window tint,window,No,No,No,No,No,02 - Automobile,2002,JAGUAR,4DSEDAN,BLUE DARK,61,No,M,MD,MD,A - Marked Patrol,1
Code_32736,window tint,window,No,No,No,No,No,02 - Automobile,2015,SUBA,4S,SILVER,61,No,M,MD,MD,B - Unmarked Patrol,1
Code_34658,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,VOLK,4S,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_33728,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,FORD,MUSTANG,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34940,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,HONDA,ACCORD,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34659,vehicle brake system,problem vehicle,No,No,No,No,Yes,05 - Light Duty Truck,2000,GMC,TK,WHITE,50,No,M,MD,MD,A - Marked Patrol,1
Code_33886,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,TOYOTA,COROLLA,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_33227,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,HOND,2S,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35646,window tint,window,No,No,No,No,No,02 - Automobile,2002,GMC,YUKON XL,WHITE,61,No,F,MD,MD,A - Marked Patrol,1
Code_35413,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1991,TOYO,CAMRY,GOLD,64,No,M,MD,MD,A - Marked Patrol,1
Code_32803,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2009,TOYT,4S,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_33739,side marker lamp,problem vehicle light,No,No,No,No,No,05 - Light Duty Truck,2012,INTL,TK,WHITE,80,No,M,MD,MD,A - Marked Patrol,1
Code_34489,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2003,STRN,SW,GREEN,65,No,M,MD,MD,A - Marked Patrol,1
Code_33972,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,CHEVROLET,TRAILBLAZER,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35444,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2000,TOYT,TK,WHITE,65,No,M,MD,MD,A - Marked Patrol,1
Code_35582,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1990,HONDA,ACCORD,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_32915,suspension shocks,problem vehicle,No,No,No,Yes,No,05 - Light Duty Truck,2005,CHEV,SILVERADO,WHITE,59,No,M,MD,MD,A - Marked Patrol,1
Code_34176,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2004,TOYOTA,COROLLA,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34986,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1998,FORD,F150,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33130,window tint,window,No,No,No,No,No,02 - Automobile,2016,TOYOTA,COROLLA,GRAY,61,No,M,MD,MD,A - Marked Patrol,1
Code_32869,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,BMW,2S,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33541,wheel alignment,problem vehicle,No,No,No,No,No,02 - Automobile,2004,FORD,E350,WHITE,67,No,M,MD,MD,A - Marked Patrol,1
Code_33053,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2008,MAZD,3,GRAY,65,No,M,MD,MD,A - Marked Patrol,1
Code_35647,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2011,HYUN,4S,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_34426,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1994,HONDA,ACCORD,BEIGE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34971,window tint,window,No,No,No,No,No,02 - Automobile,2012,SCION,TC,GRAY,61,No,M,MD,MD,A - Marked Patrol,1
Code_35038,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1998,TOYT,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_35767,window tint,window,No,No,No,No,No,02 - Automobile,2012,AUDI,4S A7 30T,WHITE,61,No,M,MD,MD,A - Marked Patrol,1
Code_33701,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1998,NISSAN,QUEST,RED,64,No,F,MD,MD,A - Marked Patrol,1
Code_34312,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2012,VOLK,TOUAREG SUV,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33613,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1995,TOYOTA,COROLLA,TAN,64,No,M,MD,MD,A - Marked Patrol,1
Code_34924,window tint,window,No,No,No,No,No,02 - Automobile,2008,INFINITI,G35,GRAY,61,No,F,MD,MD,A - Marked Patrol,1
Code_33973,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,JEEP,TK,YELLOW,64,No,M,MD,MD,A - Marked Patrol,1
Code_33521,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,TOYOTA,SOLORA,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34762,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,HONDA,CRV,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_32658,window tint,window,No,No,No,No,No,02 - Automobile,2001,VOLK,JETTA,SILVER,61,No,M,MD,MD,A - Marked Patrol,1
Code_32734,window tint,window,No,No,No,No,No,02 - Automobile,2002,ACURA,4D,SILVER,61,No,F,MD,MD,A - Marked Patrol,1
Code_34675,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2000,TOYOTA,TACOMA,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_35527,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,AUDI,4D,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35774,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,SUBA,OUTBACK,MAROON,64,No,M,MD,MD,A - Marked Patrol,1
Code_35682,window tint,window,No,No,No,No,No,02 - Automobile,2016,FORD,MUTANG,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_35138,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1987,CHEVY,TK,BEIGE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33860,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1992,FORD,VN,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33210,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,HONDA,4DOOR,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33516,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,TOYT,4S,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33027,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,NISS,4S,BLUE DARK,64,No,F,MD,MD,S - License Plate Recognition,1
Code_33064,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,AUDI,A4,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_33875,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,NISSAN,SENTRA,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34815,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,TOYT,4S,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_32801,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2012,FORD,FOCUS,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35056,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,HOND,2S,GREEN DK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35731,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2009,SUBARU,IMPREZA,BLACK,64,No,M,MD,PA,A - Marked Patrol,1
Code_33017,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1998,FORD,CLUB WAGON,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_32939,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,1999,VOLV,S70,GREEN,65,No,M,MD,XX,A - Marked Patrol,1
Code_35021,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2008,HONDA,ODYSSEY,SILVER,65,No,M,MD,MD,A - Marked Patrol,1
Code_35826,window tint,window,No,No,No,No,No,02 - Automobile,2017,HONDA,CIVIC,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_33406,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,NISS,VN,PURPLE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33196,stop lights,stop lights,No,No,No,No,No,03 - Station Wagon,2002,JEEP,CHEROKEE,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33651,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2011,FORD,4S,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34180,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2006,HYUNDAI,ELANTRA,BLUE,65,No,M,MD,MD,A - Marked Patrol,1
Code_32518,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2012,CHEVY,TRAV,SILVER,64,No,M,MD,MD,B - Unmarked Patrol,1
Code_32542,window tint,window,No,No,No,Yes,No,05 - Light Duty Truck,2012,NISS,SU,GRAY,61,No,M,MD,MD,L - Motorcycle,1
Code_34196,id lamp,problem vehicle light,No,No,No,No,No,05 - Light Duty Truck,2010,NDMC,2600,GRAY,88,No,M,MD,MD,A - Marked Patrol,1
Code_32516,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,TOYT,CAMRY,TAN,64,No,F,MD,MD,A - Marked Patrol,1
Code_35638,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,HOND,CIVIC,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_33243,window tint,window,No,No,No,No,No,02 - Automobile,2008,INFINITI,2H,GRAY,61,No,F,MD,MD,A - Marked Patrol,1
Code_33366,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,HOND,ODYSSEY,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33914,fog auxilary lamps,problem vehicle light,No,No,No,No,No,05 - Light Duty Truck,1995,GMC,TK,RED,81,No,M,MD,MD,A - Marked Patrol,1
Code_32625,window tint,window,No,No,No,No,No,02 - Automobile,2000,ACUR,4S,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_35146,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,TOYOTA,TUNDRA,GREEN,64,No,M,MD,MD,A - Marked Patrol,1
Code_35110,window tint,window,No,No,No,No,No,02 - Automobile,2013,CHRY,4S,GOLD,61,No,M,MD,MD,A - Marked Patrol,1
Code_34576,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,SUBARU,IMPREZA,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_34088,window tint,window,No,No,No,No,No,05 - Light Duty Truck,2016,MERZ,GLE450,WHITE,61,No,F,MD,FL,E - Marked Stationary Radar,1
Code_33813,window tint,window,No,No,No,No,No,05 - Light Duty Truck,2000,FORD,TK,RED,61,No,M,MD,MD,A - Marked Patrol,1
Code_33339,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,EGIL,2S,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33915,window tint,window,No,No,No,Yes,No,02 - Automobile,2007,HOND,ACCORD,SILVER,61,No,M,MD,MD,A - Marked Patrol,1
Code_35437,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2005,TOYOTA,COROLLA,SILVER,65,No,M,MD,MD,A - Marked Patrol,1
Code_35860,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,HONDA,CRV,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34597,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,HOND,4S,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_33965,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,NISSAN,MAXIMA,WHITE,64,No,M,MD,MD,B - Unmarked Patrol,1
Code_34899,id lamp,problem vehicle light,No,No,No,No,No,28 - Other,1994,GMC,TRUCK,WHITE,88,No,M,MD,MD,A - Marked Patrol,1
Code_33921,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2007,FORD,EXPEDITION,RED,64,No,F,MD,MD,A - Marked Patrol,1
Code_35531,window tint,window,No,No,No,No,No,02 - Automobile,2013,DODGE,CHALLANGER,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_32785,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,HOND,CIVIC,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_32545,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1998,STRN,4S,BEIGE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34694,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,MITSUBISHI,GALANT,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_33610,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,JEEP,LIBERTY,RED,64,No,F,MD,MD,A - Marked Patrol,1
Code_32550,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2009,TOYOTA,HIGHLANDER,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_34565,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,MITS,MIRAGE,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_35658,id lamp,problem vehicle light,No,No,No,No,No,25 - Utility Trailer,2004,HUDSON,TL,YELLOW,88,No,M,MD,MD,A - Marked Patrol,1
Code_35698,clearance lamps,problem vehicle light,No,No,No,No,Yes,05 - Light Duty Truck,2007,FORD,TK,WHITE,87,No,M,MD,MD,A - Marked Patrol,1
Code_35827,stop lights,stop lights,No,No,No,No,No,03 - Station Wagon,2013,VOLK,JETTA,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34236,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,CHRY,4S,BLUE LIGHT,64,No,M,MD,MD,A - Marked Patrol,1
Code_33190,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,TOYT,4S,GOLD,64,No,F,MD,MD,A - Marked Patrol,1
Code_33789,window tint,window,No,No,No,No,No,02 - Automobile,1995,NISSAN,ALTIMA,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_32669,stop lights,stop lights,No,No,No,Yes,No,02 - Automobile,2003,BUICK,4S,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35588,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,VW,GOLF,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_35192,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1996,TOYT,4S,GOLD,64,No,F,MD,MD,A - Marked Patrol,1
Code_33376,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,TOYO,4S,RED,64,No,F,MD,MD,A - Marked Patrol,1
Code_33035,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2011,HONDA,ACCORD,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34325,id lamp,problem vehicle light,No,No,No,No,No,25 - Utility Trailer,1982,HOMD,UTILITY,BLACK,88,No,M,MD,MD,A - Marked Patrol,1
Code_35130,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2005,FORD,E150,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33018,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,HYUN,4S,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34060,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2010,TOYOTA,COROLLA,WHITE,65,No,F,MD,MD,A - Marked Patrol,1
Code_32521,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2007,HYUNDAI,SONATA,MAROON,64,No,F,MD,MD,A - Marked Patrol,1
Code_33008,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1991,HOND,4S,WHITE,64,No,M,MD,MD,B - Unmarked Patrol,1
Code_35919,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2012,KIA,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_33839,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,FORD,WINDSTAR,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34566,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2004,FORD,EXPLORER,BLUE DARK,65,No,F,MD,MD,A - Marked Patrol,1
Code_35409,stop lights,stop lights,No,No,No,Yes,No,06 - Heavy Duty Truck,2000,STRG,DUMP TK,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35941,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1993,SUBA,SW,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_35028,window tint,window,No,No,No,No,No,05 - Light Duty Truck,2007,CADI,TK,SILVER,61,No,M,MD,MD,O - Foot Patrol,1
Code_32860,window tint,window,No,No,No,No,No,02 - Automobile,2007,CHEVY,TAHOE,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_35017,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2013,HYUNDAI,ELANTRA,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_33660,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,LEXU,GS300,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_33693,window tint,window,No,No,No,No,No,02 - Automobile,2007,TOYOTA,COROLLA,GRAY,61,No,M,MD,MD,A - Marked Patrol,1
Code_33579,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,BUIC,RAINER,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34199,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,MITS,GALANT,GOLD,64,No,F,MD,MD,A - Marked Patrol,1
Code_34989,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2007,LINC,MKX,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_32989,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,HONDA,ACCORD,GREEN,64,No,M,MD,MD,A - Marked Patrol,1
Code_34751,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,HOND,4S,GOLD,64,No,M,MD,MD,A - Marked Patrol,1
Code_33419,window tint,window,No,No,No,No,No,02 - Automobile,2013,HYUNDAI,ELANTRA,BLUE,61,No,M,MD,MD,Q - Marked Laser,1
Code_34344,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2001,GMC,TK,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_32873,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,1988,TOYOTA,TACOMA,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35389,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,TOYT,SW,GOLD,64,No,M,MD,MD,A - Marked Patrol,1
Code_33029,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2008,MITSUBISHI,ECLIPSE,ORANGE,65,No,M,MD,MD,A - Marked Patrol,1
Code_35794,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,BMW,323I,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34059,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2002,ACUR,2S,BEIGE,65,No,M,MD,MD,A - Marked Patrol,1
Code_33404,id lamp,problem vehicle light,No,No,No,No,No,05 - Light Duty Truck,2005,CHEVY,2500 TK,WHITE,88,No,M,MD,MD,A - Marked Patrol,1
Code_33982,rearview mirrors,problem vehicle,No,No,No,No,No,02 - Automobile,1998,CHRYSLER,CIRRUS,BLACK,68,No,F,MD,MD,A - Marked Patrol,1
Code_32751,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,TOYOTA,RAV4,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34988,window tint,window,No,No,No,No,No,02 - Automobile,2011,CHEV,CAMARO,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_33183,window tint,window,No,No,No,No,No,02 - Automobile,2010,DODGE,CHARGER,RED,61,No,M,MD,MD,A - Marked Patrol,1
Code_33108,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1994,MITS,3000GT,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_34220,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,GMC,DENALI,MAROON,64,No,M,DC,MD,A - Marked Patrol,1
Code_32562,stop lights,stop lights,Yes,No,No,No,No,05 - Light Duty Truck,2003,FORD,EXPLORER,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_35792,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,CHRYSLER,PACIFICA,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_35210,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,1998,FORD,E250,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34875,exhaust system,problem vehicle,No,No,No,No,No,02 - Automobile,1996,NISS,240SX,MAROON,53,No,M,MD,MD,A - Marked Patrol,1
Code_32602,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,FORD,TK,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34076,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,HOND,CIVIC,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_35377,window tint,window,No,No,No,No,No,02 - Automobile,1991,HOND,ACCORD,GOLD,61,No,F,MD,MD,A - Marked Patrol,1
Code_32858,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,GMC,TK YUKON,GREEN,64,No,M,MD,MD,A - Marked Patrol,1
Code_34624,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,TOYOTA,HB,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_34170,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,1999,CHEV,TK,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34062,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,GEO,PRISM,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_35057,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,TOYT,TK,GREEN,64,No,M,MD,MD,A - Marked Patrol,1
Code_34214,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,LEXUS,SUV,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35422,windshield wipers,problem vehicle,No,No,No,No,No,02 - Automobile,1995,TOYT,4S,GOLD,54,No,M,MD,MD,A - Marked Patrol,1
Code_34627,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,JEEP,TK,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_35841,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,JEEP,TK,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_35683,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,HYUN,4S,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_32740,window tint,window,No,No,No,No,No,02 - Automobile,2000,HONDA,2S,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_33707,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2002,CHEVROLET,S10,GREEN DK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33328,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,CADI,ESCALADE,GREEN,64,No,F,MD,MD,A - Marked Patrol,1
Code_33373,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,TOYT,4S,WHITE,64,No,F,DC,DC,A - Marked Patrol,1
Code_33020,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2007,TOYT,SU,BLUE LIGHT,64,No,F,MD,MD,A - Marked Patrol,1
Code_35946,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2013,TOYOTA,CAMRY,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_35766,backup lamp,problem vehicle light,No,No,No,No,No,05 - Light Duty Truck,2000,FORD,F150,WHITE,83,No,F,MD,MD,A - Marked Patrol,1
Code_35549,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,TOYT,4S,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_35303,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,TOYOTA,COROLLA,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_32476,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2014,TOYOTA,COROLLA,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_32952,exhaust system,problem vehicle,No,No,No,No,No,02 - Automobile,2000,ACURA,INTEGRA,WHITE,53,No,M,MD,MD,A - Marked Patrol,1
Code_34424,vehicle brake system,problem vehicle,No,No,No,Yes,No,06 - Heavy Duty Truck,1997,MACK,DUMP TK,GREEN,50,No,M,DC,DC,A - Marked Patrol,1
Code_33343,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,TOYT,4D,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34514,exhaust system,problem vehicle,No,No,No,Yes,No,02 - Automobile,2005,MITS,4S,WHITE,53,No,M,MD,MD,A - Marked Patrol,1
Code_34962,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,FORD,E250,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33228,window tint,window,No,No,No,No,No,02 - Automobile,2003,HONDA,ACCORD,BEIGE,61,No,F,MD,MD,A - Marked Patrol,1
Code_32553,window tint,window,No,No,No,No,No,02 - Automobile,2007,TOYT,TUNDRA,RED,61,No,M,MD,MD,A - Marked Patrol,1
Code_33841,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1998,NISS,MAXIMA,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_33129,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,TOYOTA,TACOMA,GOLD,64,No,M,MD,MD,L - Motorcycle,1
Code_35491,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,NISSAN,ALTIMA,GREEN,64,No,M,MD,MD,A - Marked Patrol,1
Code_34148,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,NISSAN,ALTIMA,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_34790,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,TOYT,MATRIX,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_32682,window tint,window,No,No,No,No,No,02 - Automobile,2005,PONTIAC,GRAND AM,SILVER,61,No,M,MD,MD,A - Marked Patrol,1
