,0
1842,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 64MPH
1843,DUPLICATION OF DRIVERS LICENSE
1844,OP VEH ON HWY WTAILGATE NOTCLOSED
1845,PERSON DRIVING ON HWY VEH WITH VISIBLEBLUE LAMP
1846,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7855
1847,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 50 MPH IN 35 ZONE
1848,REAR RIGHT SIDE MARKER LIGHT INOPERATIVE
1849,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7355
1850,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5535
1851,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 68MPH
1852,DRIVER FAILURE TO STOP BEFORE SIDEWALK AFTER EMERGING FROM ALLEY DRIVEWAY BUILDING
1853,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6745
1854,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4225
1855,REVERSE LAMP AND STOP LAMPS INOPERABLE
1856,MISSING REAR ID LEFT FRONT AND REAR SIDEMARKERS AND LEFT STOP AND TURN SIGNALS INOP
1857,TAILLIGHT and ID LIGHTand CLEARANCE LIGHTand MARKER LIGHT INOPERATIVE
1858,PEDESTRIAN UNSAFELY CROSSING IN PATH OF VEH
1859,FAILURE TO DISPLAY PARKING LIGHTS WHEN REQUIRED ON VEH STOPPED ON ROADWAY
1860,POWER STEERING FLUID LEAK
1861,2 OF 2 TAILLIGHTS INOPERABLE
1862,FAILURE TO REDUCE SPEED IN DANGEROUS WEATHERHIGHWAY
1863,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS COVERS FRAMES
1864,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 70MPH IN 40MPH WHILE RAINING
1865,DRIVING VEH TVTYPVIDEO DISPEQUIP THAT IS ON AND VISIBLE TO THE DRIVER ON HWY
1866,DRIVING VEHICLE IN EXCESS SPEED OF REASONABLE AND PRUDENT SPEED ON HIGHWAY
1867,STOPPING ON AUTHORITY HIGHWAY WHEN PROHIBITED
1868,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY APRX 6045
1869,DRIVING MOTOR VEHICLE WHILE REGISTRATION SUSPENDED UNDER 26305B1
1870,FAILING TO STOP UNTIL SAFE TO ENTER CONTINUE THROUGHINTERSECTION WNONFUNCT TRAF SIGNAL
1871,OPERATING MOTOR VEHICLE WITH MISSING WHEEL FASTENERS
1872,PARTS NOT SPECIFICALLY PROVIDED FOR NOT IN SAFE OPERATING CONDITION
1873,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 44
1874,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5230
1875,STOPPING STANDING OR PARKING VEH IN FRONT OF CURBRAMP DESIGNED FOR USE OF INDIVIDUAL WDISABILITIES
1876,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 67 MPH
1877,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 54
1878,75 IN 55
1879,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 58 IN 40
1880,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7150
1881,DRIVER A TEXT MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1882,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60 IN 40
1883,LEFT REAR CLEARANCE LIGHT INOPERATIVE
1884,FAILURE OF DR TO YIELD TO ANY PEDESTRIAN IN INTERSECTION WNONFUNCTIONING TRAFFIC SIGNAL
1885,TRAILER TAG LAMP AND RIGHT ID LAMP INOPERATIVE
1886,DRIVING CAUSING TO BE DRIVEN KNOWINGLY PERMIT ING TO BE DRIVENUNSAFE VEH ON HWY
1887,OP VEH ON HWY WO REMOVING SPILLAGE FROM TAILBOARD
1888,TURN SIGNAL ID LIGHT INOPERATIVE
1889,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6245
1890,TURN SIGNAL ID LIGHT CLEARANCE LIGHT MARKER LIGHT INOPERATIVE
1891,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERG VE
1892,VEH HWY OPERATION WITH INADEQUATE ID LAMP REFLECTORS
1893,TURNING OFF VEH LIGHTS TO AVOID ID
1894,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 25MPH
1895,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6555
1896,PARTS NOT SPECIFICALLY PROVIDED FORNOT IN SAFE OPERATING CONDITIONOIL LEAK
1897,OPERATING OF SOUND AMPLIFICATION SYSTEM FROM VEH THAT CAN BE HEARD FROM 50 OR MORE
1898,STOPLIGHT INOPERATIVE PASSENGER SIDE5000 AND 1 POINT
1899,MOTORCYCLE WITH IMPROPER LIGHTING ATTACHED TO WHEELS EMITTING A RED OR BLUE LIGHT
1900,ds
1901,USING BICYCLE WITHOUT AUDIBLE SIGNAL DEVICE
1902,driving UNSAFE VEH ON HWY
1903,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 70 MPH IN A 35 MPH ZONE
1904,FAILURE TO EQUIP MOTORCYCLE WITH HEAD LAMP MEETING REQUIRED LIGHT INTENSITY LEVEL
1905,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 10060
1906,FAILURE TO KEEP REQUIRED MOTOR VEHRENTAL RECORDS
1907,currant reg card
1908,TEXTING
1909,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7155
1910,DRIVING MOTOR VEH ON HWY PUBLICLY WEARING EARPLUGS IN BOTH EARS
1911,TORSION BAR OR TORSION BAR SUSPENSION SHALL NOT BE CRACKED OR BROKEN
1912,NO STEADY BURNING TAIL LAMP ON REARMOST OF VEHICLE VISIBLE
1913,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERG VEH TOW
1914,DRIVING VEH WITH WINDSHIELDVIEW OBSTRUCTED BY SIGN MATERIAL
1915,DISPLAYING REG PLATES ISSUED TO OTHER VEH
1916,RETURN REG CARD
1917,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 58MPH
1918,DRIVER FAIL TO YIELD INTERSECTION RIGHTOFWAY TO VEHAFTER TURN ON RED
1919,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60MPH IN 40 MPH ZONE
1920,ASD
1921,OPERATING A MOTOR VEHICLE CARRYING A WEIGHT GREATER THAN SPECIFIED FOR THE TIRES
1922,DRIVING LOW SPEED VEH ON HIWAY WPOSTED MAX SPEED LIMIT EXCEEDS 30 MPH
1923,OPER MV WITH OPERATORNOT RESTRAINED BY SEATBELT
1924,FAIL APPLY WIN 48 HOURS FOR REPLACEMENT OF AFFIXED CURRENTTABS AFTER LOSS
1925,DRIVING UNSAFE VEH ON HWY 20 WINDOW TINT
1926,PERSON DRIVING ON HWY VEH WITH VISIBLE BLUE DEVICE
1927,TRAILERMISSING ID AND REAR CLEARANCE RIGHT STOP AND TURN INOPERATIVE
1928,MOTOR VEHICLE OPERATOIN WO REQUIRED STOP LAMPS EQUIPMENT
1929,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED 5535 ZONE
1930,PARTS NOT SPECIFICALLY PROVIDED FOR NOT IN SAFE OPERATING CONDITIONpower steering leak
1931,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 40 MPH IN 25 ZONE
1932,DRIVING UNSAFE VEH ON HWY 15 WINDOW TINT
1933,BRAKE HOSE INADEQUATE
1934,RETURN TAGS
1935,ENTERING TRAVELING IN LANE OVER WHICH RED SIGNAL SHOWN
1936,FAILURE OF LICENSEE TO NOTIFY ADM OF CHANGE OF NAME WITHIN 30 DAYS
1937,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 59 IN A 40
1938,FAILURE TO EQUIP VEH WITH MARKER LAMPS AND TO USE AS REQ
1939,RIGHT FRONT CLEARANCE LIGHT INOPERATIVE
1940,FAILURE GIVE REQUIRED HAND ARM SIGNAL FOR VEH LEFT TURN
1941,EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 50 MPH IN 40 ZONE
1942,PARTS NOT SPECIFICALLY PROVIDED FORNOT IN SAFE OPERATING CONDITION AXLE 2 TIRES TOUCHING
1943,FAILURE TO OBEY LAWFUL SIGN AT AUTHORITY HIGHWAY
1944,FAILURE TO SECURE ROLLONOFF CONTAINERS BY PRODUCTS SPECIFIC RULESONLY 1 STRAP ON REAR 2 REQ
1945,1 OF 3 REAR ID LIGHTS INOPERATIVE
1946,OPERATING ON HWYA MV WO EXHAUST MECHANISM PROP EQUIPADJUST OPER
1947,LEFT REAR TURN SIGNAL RIGHT REAR CLEARANCE LIGHT RIGHT REAR MARKER LIGHT INOPERATIVE
1948,PERSON OPERATING MOTOR SCOOTER WO APPROVED EYE PROTECTIVE DEVICE
1949,TRAILER TURN SIGNAL AND STOP LAMPS INOPERATIVE
1950,DRIVING VEH ON HWY WITH LAMP IPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1951,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 42
1952,DRIVER OPERATING MV WHEN DRIVER NOT QUALIFIED TO DO SO
1953,FAILURE TO PROPERLY PLACEPOSITION REGISTRATION PLATE TO VEHICLE
1954,DRIVER READING A TEXTMSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
1955,PERSON DRIVING ON HWY VEH WITH VISIBLE BLUELAMP
1956,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 56 MPH IN A 40 MPH ZONE
1957,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 74MPH
1958,USE OF DISABLED PERSON PARKING SPACE IF NOT DISABLED
1959,OPERATING MOTOR VEHICLE WITH FLAT TIRE 50 OR LESS INFLATED
1960,DRIVER FAIL TO COMPLY WITH LOCAL IMPROPER REGISTRATION REG AT 10000 POUNDS CORRECT GVW 17500 LBS
1961,OWNER PARKING VEH ON HWY WITH SUSPENDED REG
1962,DRIVER TEXTING WHILE OPER VEH IN TRAVEL PORTION OF HWY
1963,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 46 IN 35
1964,18 YOLDER USING A HANDHELD TELEPHONE WHILE OPER MV
1965,HOLDER OF PROVISIONAL LIC USINGA HANDHELD PHONE WHILE OPERATING MV
1966,RUBBER PLUG IN SIDEWALL OF LEFT FRONT TIRE
1967,USE OF INCORRECT COLOR IN LIGHTING REFLECTORS MOUNTED ON REAR OF VEHICLE
1968,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY60 MPH
1969,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 65 IN 35 MPH ZONE
1970,FAIL APPLY WIN 48 HOURS FOR REPLACEMENT OF AFFIXED CURRENT REGTABS AFTER LOSS
1971,FAIL OF VEH OWNER WI REASONABLE TIME TO REMOVE PRODUCTS FROM HWY
1972,INADEQUATE TOWING DEVICE safety chains not crossed
1973,OPERATION OF EXTENDED REAR LOAD CARRYING VEH WO REQUIRED RED FLAGS DISPLAY
1974,OPER MOTOR VEH WITH OCCUPANT UNDER 16 NOT RESTRAINED BY CHILD SAFETY SEAT
1975,DRIVER FAIL TO YIELD INTERSECTION RIGHTOFWAY VEHAFTER TURN ON RED
1976,UPPER 2 TOP CLEARANCE LIGHTS MISSING
1977,DRIVING MOTOR VEH ON HWY PUBLICLY USED PRIVATE PLACE WEARING EARBUDS IN BOTH EARS
1978,TRUCK LEFT REAR SIDE MARKER INOPERATIVE
1979,USE LAMPS ON MOTOR VEH CHANGING ORIGINAL DESIGN
1980,VEHICLE CARRYING A LOAD OF LOOSE MATERIAL WITHOUT CANVAS OR OTHER APPROVED COVER
1981,TAILLIGHT MARKER LIGHT INOPERATIVE
1982,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 71
1983,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4930
1984,ID LIGHT CLEARANCE LIGHT INOPERATIVE
1985,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 6540
1986,HWY USE OF EXCESSIVE NUMBER OF HEAD AUXILIARY LAMPS
1987,FAILURE OF MV OPER DRIVING ON HWY TOBE IN POSSOF CARRY IN MV EVID OF REQD SECURITY FOR MV
1988,VEH HWY OPERATION WITH INADEQUATE REAR CLEARANCE LAMPS
1989,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 75 IN 55 WITH WET ROAD
1990,HOLDING LICENSE ISSUEDRENEWED UNDER THIS SECTION WHILE HOLDING ANOTHER
1991,AXLE 2 RIGHT SIDE DUAL TIRE CONTACTING ITS MATE IN A DUAL SET
1992,DRIVING VEH ON HWY WITH LAMPMPROPERLY DISPLAYING WHITE LIGHT FROM REAR
1993,VEH HWY OPERATION WITH INADEQUATE SIDE LIGHT
1994,FAILURE GIVE REQUIRED SIGNAL FOR VEH LEFT TURN
1995,MOTOR VEHICLE WO REQUIRED STOP LAMPS EQUIPMENT
1996,TURN STOP AND TAIL LAMPS INOPERABLE
1997,20 BRAKES DEFECTIVE AXLE 1 LEFT AND RIGHT
1998,DRIVER WRITINGSENDING OR READING ELECTRONIC DEVICE WHILE OPER VEH IN TRAVEL PORTION OF HWY
1999,DROPPING OBJECTS AT VEH AND ITS OCCUPANTS
2000,1 OF 3 FRONT ID LIGHT INOPERATIVE
2001,PERSON DRIVING HWYVEHWITH VISIBLE BLUE LAMP
2002,FAILURE TO SECURELY FASTEN PROPERLY POSITION REGISTRATION PLATE TO VEHICLE
2003,CLEARANCE LIGHT INOPERATIVE
2004,DRIVER READING ATEXTELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
2005,DISCHARGE ANY REFUSEON HWY
2006,FAILURE OF VEHICLE OWNER TO NOTIFY ADM ON REQUIRED FORM OF VEHICLE INFORMATION CHANGE
2007,INOPERATIVE STOPLIGHT
2008,DRIVe ACROSS PRIVATE PROPERTYFOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE
2009,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4430
2010,PERSON DRIVING ON HWY VEH WITH VISIBLE BLUE LAMP DEVICE
2011,OPERATING A COMMERCIAL MOTOR VEHICLE CMV WO A CDL WHEN REQUIREDCDL DOWNGRADED
2012,STOPLIGHT MARKER LIGHT INOPERATIVE
2013,MOTOR VEHicle MFR AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS
2014,RIGHT REAR CLEARANCE RIGHT REAR SIDEMARKER 2 OF 3 REAR ID RIGHT STOP AND RIGHT REAR TURN INOP
2015,STOPLIGHT TURN SIGNAL INOPERATIVE
2016,OPERATING MOTOR VEHICLE WITH FABRIC EXPOSED THROUGH SIDEWALL OF TIRE
2017,BRAKE ON TRUCK IS INOPERATIVE BRAKE SMOKING
2018,DRIVING UNSAFE VEH ON HWY TINTED TAILLIGHTS
2019,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 58 MPH IN 40 ZONE
2020,STOPLIGHT TURN SIGNAL ID LIGHT INOPERATIVE
2021,TAILLIGHT STOPLIGHT TURN SIGNAL INOPERATIVE
2022,AUDIBLE AIR LEAK AT BRAKE CHAMBER
2023,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 40 IN A 25
2024,IMPROPER SAFETY CHAINS NOT CROSSED
2025,LEFT REAR SIDE MARKER INOPERATIVE
2026,DRIVER OPERATING COMMERICAL VEHICLE WHILE POSSESSING BEER
2027,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 46
2028,STOPLIGHT
2029,OPERATING MOTOR VEHICLE WITH NO WINDSHIELD WIPER FLUID
2030,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 43 MPH IN 25 ZONE
2031,FAILURE OF OBLIGOR TO PAY ANNUAL REGISTRATION FEE AS REQUIRED
2032,UNAUTHORIZED PARKING ON MONT CO BD EDUCATION PROPERTY
2033,DRIVING UNSAFE VEH ON HWY TINTED TAIL LIGHTS
2034,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 70MPH IN 50MPH ZONE
2035,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5430
2036,HEADLIGHT STOPLIGHTINOPERATIVE
2037,INOPERABLE REQUIRED LAMP
2038,VEH HWY OPERATION WITH INADEQUATE REAR ID LAMP REFLECTORS
2039,OUT HEADLIGHT INOPERATIVE
2040,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 51
2041,3 OF 3 REAR ID LIGHT INOPERATIVE
2042,DRIVER FAILURE TO YIELD RIGHT OF WAY ENTERINGHWY FROM PRIVATE DRIVEWAY
2043,INADEQUATE EXHAUST SYSTEM
2044,STOPLIGHTS INOPERATIVE
2045,DISCARDING LITTER IN TRANSIT VEHICLE TRANSIT FACILITY OR TRAIN
2046,FAILURE TO GIVE REQUIRED HAND SIGNAL FOR VEH RIGHT TURN
2047,FAILURE TO EQUIP SPECIAL MOBILE EQUIPMENT BEING TOWED WITH TWO STOP LAMPS AS REQUIRED
2048,OPERATING MOTOR VEHICLE WITH INADEQUATE STEERING AXLES TIRESBOTH SIDES
2049,TAILLIGHT and STOPLIGHT INOPERATIVE
2050,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 4540
2051,DRIVING MOTOR VEH WO REQUIRED STOP LAMPS EQUIPMENT
2052,REAR SIDE MARKER LIGHTS YELLOW RED REQUIRED
2053,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5640
2054,HEADLIGHT CLEARANCE LIGHT MARKER LIGHT INOPERATIVE
2055,DRIVING VEH ON HWY WITH LAMP DEVICE IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR
2056,2 of 2 BACKUP LIGHT INOPERATIVE
2057,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7660
2058,DRIVER WRITINGSENDINGREADING ELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
2059,A DRIVER WHO IS ALSO THE CARRIER MUST COMPLY WITH BOTH DRIVER AND CARRIER RULES
2060,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 65 IN 45
2061,DRIVE MOTOR VEHICLE WO LIGHTED HEADS LAMPS WHILE OPERATING WINDSHIELD WIPERS
2062,DRIVING UNSAFE VEH ON HWY 22 WINDOW TINT
2063,DRIVER WRITINGSENDING OR READING A TEXT WHILE OPER VEH IN TRAVEL PORTION OF HWY
2064,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM PLASTIC COVERS
2065,RIGHT FRONT TURN SIGNAL INOPERATIVE
2066,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWA
2067,FRONT LEFT HEADLIGHT REAR RIGHT CLEARANCE AND TAG LAMP INOPERATIVE
2068,FAILURE TO HAVE REQ FRONT SEAT BELTS ON REGISTERED MOTOR VEH
2069,DRIVING ACROSS BARRIER ON DIVIDED HWY
2070,EXCEEDING SPEED LIMIT IN SCHOOL ZONE WITH FLASHING LIGHTSNOTICE OF DOUBLE FINES 67 MPH IN 45 ZONE
2071,OPERATING A ROLLBACK VEHICLE WHILE TOWING A VEHICLE WITHOUT REQUIRED TAIL LAMPS
2072,DRIVER MAKING IMPROPER TURN AT RED SIGNAL
2073,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50 MPH IN 30 MPH ZONE
2074,DISPLAY CURRENT REG CARD
2075,DRIVER READING A MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY
2076,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 5035
2077,DISCHARGE ANY REFUSE ON HWY
2078,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMRGENCY VEHICLE
2079,STOPLIGHT TURN SIGNAL INOPERATIVE ID TAG LIGHTS MISSING
2080,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17106 26204
2081,ABS MALFUNCTION INDICATOR ILLUMINATED
2082,DRIVER FAILURE TO YIELD RIGHT OF WAY ENTERING CROSSING HWY FROM PRIVATE ROAD DRIVEWAY
2083,SPEED GREATER THAN RESAONABLE
2084,AXLE 3 LEFT SIDE BEARING CAP MISSING
2085,NO TAG LIGHT RIGHT FRONT SIDE MARKER 3 OF 3 ID INOPERATIVE
2086,CARRIER FAILING TO COMPLY WITH RULES IN PART 396
2087,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 59MPH IN A 30MPH ZONE
2088,FAILURE OF DRIVER TO STOPUPON APPROACH BY POLICE VEH USING SIGNALS
2089,FAILURE TO SECURE ROLLONOFF CONTAINERS BY PRODUCTS SPECIFIC RULESNO REAR SECUREMENT
2090,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY9055
2091,DRIVING VEHICLE ON HWY WITH LAMP IMPROPERLY DISPLAYING WHITE LIGHT FROM REAR
2092,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 7255
2093,OCCUPANT UNDER AGE 16 NOT RESTRAINED BY SEATBELT
2094,PARTS NOT SPECIFICALLY PROVIDED FORNOT IN SAFE OPERATING CONDITIONHEADER BOARD CRACKED
2095,fail to return card
2096,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALSREAR TAG COVERED IN DIRT
